Audit Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Species,Number of carcasses assessed,IHNV positive PCR results (Y/N),IPNV positive results (Y/N),ISAV positive results (Y/N),VHSV positive results (Y/N),SAV positive results (Y/N),PRSal positive results (Y/N),PMCV positive results (Y/N),Bacterial pathogens isolated by culture (number of fish),Histologic diagnosis (number of fish),Veterinary diagnosis,Conditions of Note (number of fish)
28-01-2015,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (4); Branchitis with Loma-like microsporidia (1),Salmonid Rickettsial Septicaemia,Jaundice and anaemia syndrome (2)
28-01-2015,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No disease that is significant at the population level,n/a
28-01-2015,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
29-01-2015,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),2,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
29-01-2015,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
04-02-2015,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
04-02-2015,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
09-02-2015,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,Moritella viscosa (1),Ulcerative dermatitis (1),No disease that is significant at the population level,n/a
10-02-2015,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,Moritella viscosa (1),Ulcerative dermatitis (1),No disease that is significant at the population level,n/a
10-02-2015,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
17-02-2015,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,Cardiomyopathy (1)
24-02-2015,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
24-02-2015,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,Moritella viscosa (4),Ulcerative dermatitis (4),Winter ulcer,n/a
25-02-2015,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (8),Mouth rot,n/a
28-02-2015,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
09-03-2015,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
11-03-2015,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Central Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
11-03-2015,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
12-03-2015,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No disease that is significant at the population level,n/a
12-03-2015,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
17-03-2015,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,n/a,Mouth rot,n/a
17-03-2015,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,Aeromonas salmonicida (1),Furunculosis (1); SRS with Pisicirickettsia-like bacteria (2),No disease that is significant at the population level,n/a
18-03-2015,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1),Furunculosis (1) ,No disease that is significant at the population level,n/a
23-03-2015,408,Grieg Seafood BC,Kunechin,49.6339,-123.78337,Sunshine Coast,Coho salmon (Oncorhynchus kisutch),5,N,N,N,N,N,N,n/a,n/a,Branchitis with Loma-like microsporidia (1),No disease that is significant at the population level,n/a
23-03-2015,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No disease that is significant at the population level,n/a
10-04-2015,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),7,N,N,N,N,N,N,n/a,Vibrio sp. (1),Branchitis with Loma-like microsporidia (2); Bacterial septicemia (1); BKD with Renibacterium salmoninarum (4),Bacterial Kidney Disease,n/a
20-04-2015,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
22-04-2015,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Ulcerative dermatitis (1); BKD with Renibacterium-like bacteria (3),Bacterial Kidney Disease,n/a
22-04-2015,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Yersinia ruckeri (2),Enteric redmouth disease (4); Ulcerative dermatitis (2); Ulcerative stomatitis (1),"Open: extent of infectious disease is limited, no significant lesions",n/a
23-04-2015,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
23-04-2015,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Moritella viscosa (1),n/a,No disease that is significant at the population level,n/a
28-04-2015,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No disease that is signficant at the population level,n/a
28-04-2015,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortality, no samples available",n/a
29-04-2015,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),6,N,N,N,Y,N,N,n/a,n/a,Ulcerative dermatitis (1); VHS (1),No disease that is significant at the population level,n/a
29-04-2015,136,Cermaq Canada,Cliff Bay,50.83433,-126.499,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,Winter ulcer,n/a
12-05-2015,1338,Marine Harvest Canada,Mahatta East,50.474562,-127.787808,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (1) ,No disease that is significant at the population level,Cardiomyopathy (1)
12-05-2015,1238,Marine Harvest Canada,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,Cardiomyopathy (1)
13-05-2015,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
13-05-2015,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
14-05-2015,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,Pigmented fungal infection (1)
25-05-2015,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (2) ,No disease that is significant at the population level,n/a
25-05-2015,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (6),Salmonid Rickettsial Septicaemia,n/a
26-05-2015,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,BKD with Renibacterium-like bacteria (2); SRS with Pisicirickettsia-like bacteria (1),Open: extent of infectious disease is limited,Pigmented fungal infection (1)
26-05-2015,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (2); Ulcerative stomatitis (1); Netpen liver disease (1),Bacterial Kidney Disease,n/a
27-05-2015,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (4),No disease that is significant at the population level,n/a
28-05-2015,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),4,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
28-05-2015,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),7,N,N,N,N,N,N,n/a,n/a,n/a,Non-smolt osmoregulopathy,n/a
29-05-2015,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (3),No mortality that is significant at the population level,Pigmented fungal infection (1)
08-06-2015,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1),Furunculosis (1),Low level mortality associated with environmental conditions,n/a
09-06-2015,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (1) ,Low level mortality associated with environmental conditions,Cardiomyopathy (2)
15-06-2015,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
15-06-2015,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
16-06-2015,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
18-06-2015,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,Low level mortality associated with environmental conditions,n/a
19-06-2015,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (9),Salmonid Rickettsial Septicaemia,n/a
06-07-2015,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,Low level mortality associated with environmental conditions,n/a
07-07-2015,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),Mouth rot,n/a
07-07-2015,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No disease that is significant at the population level,n/a
08-07-2015,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
08-07-2015,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortality, no samples available",n/a
09-07-2015,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),Low level mortality associated with environmental conditions,n/a
16-07-2015,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
16-07-2015,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
21-07-2015,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
22-07-2015,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Central Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,Low level mortality associated with environmental conditions,n/a
22-07-2015,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No mortality that is significant at the population level,Net Pen Liver Disease (5) 
23-07-2015,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
24-08-2015,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
25-08-2015,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Atlantic salmon (Salmo salar),7,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (5),Salmonid Rickettsial Septicaemia,n/a
26-08-2015,408,Grieg Seafood BC,Kunechin,49.6339,-123.78337,Sunshine Coast,Coho salmon (Oncorhynchus kisutch),4,N,N,N,N,N,Y,n/a,Aeromonas salmonicida (1),SRS with Piscirickettsia-like bacteria (2); Furunculosis (1); Branchitis with with Loma-like microsporidia (1),No disease that is significant at the population level,n/a
26-08-2015,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (4),No disease that is significant at the population level,n/a
28-08-2015,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Atlantic salmon (Salmo salar),2,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (2) ,No disease that is significant at the population level,n/a
31-08-2015,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,N.perurans-like branchial amoeba (6),Amoebic Gill Disease,n/a
01-09-2015,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,BKD with Renibacterium-like bacteria (1); SRS with Pisicirickettsia-like bacteria (1),No disease that is significant at the population level,n/a
01-09-2015,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (2) ,No disease that is significant at the population level,n/a
02-09-2015,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (2) ,No disease that is significant at the population level,n/a
02-09-2015,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (2) ,Salmonid Rickettsial Septicaemia,n/a
03-09-2015,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (8); Branchitis with Loma-like microsporidia (1),Salmonid Rickettsial Septicemia; Microsporidial Gill Disease; Bacterial Kidney Disease,n/a
03-09-2015,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortaltiy, no samples available",n/a
04-09-2015,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (9),Salmonid Rickettsial Septicaemia,n/a
14-09-2015,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (1) ,No disease that is significant at the population level,n/a
15-09-2015,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (5),Salmonid Rickettsial Septicaemia,n/a
18-09-2015,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
25-09-2015,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
25-09-2015,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,n/a,n/a,No disease that is significant at the population level,n/a
07-10-2015,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,N.perurans-like branchial amoeba (4); SRS with Pisicirickettsia-like bacteria (1),Amoebic Gill Disease,n/a
07-10-2015,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,N.perurans-like branchial amoeba (5),Amoebic Gill Disease,n/a
13-10-2015,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Atlantic salmon (Salmo salar),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortality, no samples available",n/a
14-10-2015,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
